AirQualityStation,date,type,area,no2,n
STA-PT03071,2020-05-30,background,urban,12.683333333333334,24
STA-PT03071,2020-05-31,background,urban,8.691666666666666,24
STA-PT03071,2020-06-01,background,urban,13.825,24
STA-PT03071,2020-06-02,background,urban,13.95,24
STA-PT03071,2020-06-03,background,urban,18.1125,24
STA-PT03071,2020-06-04,background,urban,11.8125,24
STA-PT03071,2020-06-05,background,urban,10.441666666666666,24
STA-PT03071,2020-06-06,background,urban,11.25,24
STA-PT03071,2020-06-07,background,urban,5.279166666666667,24
STA-PT03071,2020-06-08,background,urban,8.991666666666667,24
STA-PT03071,2020-06-09,background,urban,9.245833333333334,24
STA-PT03071,2020-06-10,background,urban,6.091666666666667,24
STA-PT03071,2020-06-11,background,urban,6.845833333333333,24
STA-PT03071,2020-06-12,background,urban,10.933333333333334,24
STA-PT03071,2020-06-13,background,urban,20.395833333333332,24
STA-PT03071,2020-06-14,background,urban,16.9125,24
STA-PT03071,2020-06-15,background,urban,17.1375,24
STA-PT03071,2020-06-16,background,urban,17.933333333333334,24
STA-PT03071,2020-06-17,background,urban,10.483333333333333,24
STA-PT03071,2020-06-18,background,urban,9.5,24
STA-PT03071,2020-06-19,background,urban,9.716666666666667,24
STA-PT03071,2020-06-20,background,urban,6.208333333333333,24
STA-PT03071,2020-06-21,background,urban,4.575,24
STA-PT03071,2020-06-22,background,urban,13.2375,24
STA-PT03071,2020-06-23,background,urban,12.975,24
STA-PT03071,2020-06-24,background,urban,9.6,24
STA-PT03071,2020-06-25,background,urban,8.875,24
STA-PT03071,2020-06-26,background,urban,8.2,24
STA-PT03071,2020-06-27,background,urban,6.120833333333334,24
STA-PT03071,2020-06-28,background,urban,3.9875,24
STA-PT03071,2020-06-29,background,urban,8.154166666666667,24
STA-PT03071,2020-06-30,background,urban,10.045833333333334,24
STA-PT03071,2020-07-01,background,urban,6.941666666666666,24
STA-PT03071,2020-07-02,background,urban,8.4,24
STA-PT03071,2020-07-03,background,urban,8.175,24
STA-PT03071,2020-07-04,background,urban,9.8,24
STA-PT03071,2020-07-05,background,urban,11.783333333333333,24
STA-PT03071,2020-07-06,background,urban,18.883333333333333,24
STA-PT03071,2020-07-07,background,urban,24.904166666666665,24
STA-PT03071,2020-07-08,background,urban,9.629166666666666,24
STA-PT03071,2020-07-09,background,urban,12.929166666666667,24
STA-PT03071,2020-07-10,background,urban,11.279166666666667,24
STA-PT03071,2020-07-11,background,urban,14.525,24
STA-PT03071,2020-07-12,background,urban,13.795833333333333,24
STA-PT03071,2020-07-13,background,urban,28.21666666666667,24
STA-PT03071,2020-07-14,background,urban,13.65,24
STA-PT03071,2020-07-15,background,urban,16.720833333333335,24
STA-PT03071,2020-07-16,background,urban,23.6,24
STA-PT03071,2020-07-17,background,urban,29.404545454545456,22
STA-PT03071,2020-07-18,background,urban,30.433333333333334,24
STA-PT03071,2020-07-19,background,urban,9.733333333333333,24
STA-PT03071,2020-07-20,background,urban,22.629166666666666,24
STA-PT03071,2020-07-21,background,urban,27.775,24
STA-PT03071,2020-07-22,background,urban,33.575,24
STA-PT03071,2020-07-23,background,urban,21.175,24
STA-PT03071,2020-07-24,background,urban,10.8625,24
STA-PT03071,2020-07-25,background,urban,6.816666666666666,24
STA-PT03071,2020-07-26,background,urban,5.579166666666667,24
STA-PT03071,2020-07-27,background,urban,7.954166666666667,24
STA-PT03071,2020-07-28,background,urban,7.895833333333333,24
STA-PT03071,2020-07-29,background,urban,16.683333333333334,24
STA-PT03071,2020-07-30,background,urban,22.53913043478261,23
STA-PT03072,2019-01-01,traffic,urban,50.68260869565218,23
STA-PT03072,2019-01-02,traffic,urban,48.410526315789475,19
STA-PT03072,2019-01-03,traffic,urban,35.3125,24
STA-PT03072,2019-01-04,traffic,urban,41.53333333333333,24
STA-PT03072,2019-01-05,traffic,urban,55.016666666666666,24
STA-PT03072,2019-01-06,traffic,urban,63.475,24
STA-PT03072,2019-01-07,traffic,urban,69.41666666666667,24
STA-PT03072,2019-01-08,traffic,urban,71.82083333333334,24
STA-PT03072,2019-01-09,traffic,urban,70.60416666666667,24
STA-PT03072,2019-01-10,traffic,urban,51.725,20
STA-PT03072,2019-01-11,traffic,urban,42.40833333333333,24
STA-PT03072,2019-01-12,traffic,urban,48.8625,24
STA-PT03072,2019-01-13,traffic,urban,59.72083333333333,24
STA-PT03072,2019-01-14,traffic,urban,86.4,24
STA-PT03072,2019-01-15,traffic,urban,81.90833333333333,24
STA-PT03072,2019-01-16,traffic,urban,72.49565217391304,23
STA-PT03072,2019-01-17,traffic,urban,38.7,24
STA-PT03072,2019-01-18,traffic,urban,46.43333333333334,24
STA-PT03072,2019-01-19,traffic,urban,38.1375,24
STA-PT03072,2019-01-20,traffic,urban,13.2625,24
STA-PT03072,2019-01-21,traffic,urban,27.795833333333334,24
STA-PT03072,2019-01-22,traffic,urban,33,24
STA-PT03072,2019-01-23,traffic,urban,20.891666666666666,24
STA-PT03072,2019-01-24,traffic,urban,17.883333333333333,24
STA-PT03072,2019-01-25,traffic,urban,50.49583333333333,24
STA-PT03072,2019-01-26,traffic,urban,53.81666666666666,24
STA-PT03072,2019-01-27,traffic,urban,14.220833333333333,24
STA-PT03072,2019-01-28,traffic,urban,28.329166666666666,24
STA-PT03072,2019-01-29,traffic,urban,32.12083333333333,24
STA-PT03072,2019-01-30,traffic,urban,55.4875,24
STA-PT03072,2019-01-31,traffic,urban,46.291666666666664,24
STA-PT03072,2019-02-01,traffic,urban,29.333333333333332,24
STA-PT03072,2019-02-02,traffic,urban,23.179166666666667,24
STA-PT03072,2019-02-03,traffic,urban,37.50416666666666,24
STA-PT03072,2019-02-04,traffic,urban,63.329166666666666,24
STA-PT03072,2019-02-05,traffic,urban,71.32083333333334,24
STA-PT03072,2019-02-06,traffic,urban,73.24166666666667,24
STA-PT03072,2019-02-07,traffic,urban,45.170833333333334,24
STA-PT03072,2019-02-08,traffic,urban,62.7375,24
STA-PT03072,2019-02-09,traffic,urban,56.3,24
STA-PT03072,2019-02-10,traffic,urban,29.308333333333334,24
STA-PT03072,2019-02-11,traffic,urban,42.11666666666667,24
STA-PT03072,2019-02-12,traffic,urban,57.516666666666666,24
STA-PT03072,2019-02-13,traffic,urban,63.27916666666667,24
STA-PT03072,2019-02-14,traffic,urban,49.35,24
STA-PT03072,2019-02-15,traffic,urban,42.5625,24
STA-PT03072,2019-02-16,traffic,urban,46.5875,24
STA-PT03072,2019-02-17,traffic,urban,53.025,24
STA-PT03072,2019-02-18,traffic,urban,29.09583333333333,24
STA-PT03072,2019-02-19,traffic,urban,40.75416666666667,24
STA-PT03072,2019-02-20,traffic,urban,69.96666666666667,24
STA-PT03072,2019-02-21,traffic,urban,63.99166666666667,24
STA-PT03072,2019-02-22,traffic,urban,52.291666666666664,24
STA-PT03072,2019-02-23,traffic,urban,63.0125,24
STA-PT03072,2019-02-24,traffic,urban,61.395833333333336,24
STA-PT03072,2019-02-25,traffic,urban,62.02916666666667,24
STA-PT03072,2019-02-26,traffic,urban,55.520833333333336,24
STA-PT03072,2019-02-27,traffic,urban,49.4375,24
STA-PT03072,2019-02-28,traffic,urban,31.170833333333334,24
STA-PT03072,2019-03-01,traffic,urban,21.295833333333334,24
STA-PT03072,2019-03-02,traffic,urban,15.241666666666667,24
STA-PT03072,2019-03-03,traffic,urban,34,24
STA-PT03072,2019-03-04,traffic,urban,40.1,24
STA-PT03072,2019-03-05,traffic,urban,15.620833333333334,24
STA-PT03072,2019-03-06,traffic,urban,27.025,24
STA-PT03072,2019-03-07,traffic,urban,55.01428571428571,21
STA-PT03072,2019-03-08,traffic,urban,26.395833333333332,24
STA-PT03072,2019-03-09,traffic,urban,30.545833333333334,24
STA-PT03072,2019-03-10,traffic,urban,13.525,24
STA-PT03072,2019-03-11,traffic,urban,30.026086956521738,23
STA-PT03072,2019-03-12,traffic,urban,38.4,24
STA-PT03072,2019-03-13,traffic,urban,18.870833333333334,24
STA-PT03072,2019-03-14,traffic,urban,35.454166666666666,24
STA-PT03072,2019-03-15,traffic,urban,74.85833333333333,24
STA-PT03072,2019-03-16,traffic,urban,69.7875,24
STA-PT03072,2019-03-17,traffic,urban,18.7625,24
STA-PT03072,2019-03-18,traffic,urban,24.756521739130434,23
STA-PT03072,2019-03-19,traffic,urban,44.041666666666664,24
STA-PT03072,2019-03-20,traffic,urban,34.05416666666667,24
STA-PT03072,2019-03-21,traffic,urban,45.395833333333336,24
STA-PT03072,2019-03-22,traffic,urban,54.35,24
STA-PT03072,2019-03-23,traffic,urban,31.8,24
STA-PT03072,2019-03-24,traffic,urban,28.52916666666667,24
STA-PT03072,2019-03-25,traffic,urban,51.77916666666667,24
STA-PT03072,2019-03-26,traffic,urban,32.92916666666667,24
STA-PT03072,2019-03-27,traffic,urban,43.40416666666667,24
STA-PT03072,2019-03-28,traffic,urban,52.35,24
STA-PT03072,2019-03-29,traffic,urban,54.6,24
STA-PT03072,2019-03-30,traffic,urban,52.233333333333334,24
STA-PT03072,2019-03-31,traffic,urban,48.420833333333334,24
STA-PT03072,2019-04-01,traffic,urban,46.28333333333333,24
STA-PT03072,2019-04-02,traffic,urban,50.920833333333334,24
STA-PT03072,2019-04-03,traffic,urban,25.320833333333333,24
STA-PT03072,2019-04-04,traffic,urban,47.40416666666667,24
STA-PT03072,2019-04-05,traffic,urban,52.0375,24
STA-PT03072,2019-04-06,traffic,urban,40.06666666666667,24
STA-PT03072,2019-04-07,traffic,urban,35.083333333333336,24
STA-PT03072,2019-04-08,traffic,urban,64.64166666666667,24
STA-PT03072,2019-04-09,traffic,urban,36.3875,24
STA-PT03072,2019-04-10,traffic,urban,26.4625,24
STA-PT03072,2019-04-11,traffic,urban,26.5125,24
STA-PT03072,2019-04-12,traffic,urban,35.854166666666664,24
STA-PT03072,2019-04-13,traffic,urban,38.30833333333333,24
STA-PT03072,2019-04-14,traffic,urban,27.7375,24
STA-PT03072,2019-04-15,traffic,urban,36.675,24
STA-PT03072,2019-04-16,traffic,urban,52.36666666666667,24
STA-PT03072,2019-04-17,traffic,urban,35.50416666666666,24
STA-PT03072,2019-04-18,traffic,urban,45.82083333333333,24
STA-PT03072,2019-04-19,traffic,urban,38.8125,24
STA-PT03072,2019-04-20,traffic,urban,20.0375,16
STA-PT03072,2019-04-21,traffic,urban,18.38125,16
STA-PT03072,2019-04-22,traffic,urban,38.45789473684211,19
STA-PT03072,2019-04-23,traffic,urban,48.92727272727273,22
STA-PT03072,2019-04-24,traffic,urban,51.588235294117645,17
STA-PT03072,2019-04-25,traffic,urban,33.5125,24
STA-PT03072,2019-05-04,traffic,urban,22.34583333333333,24
STA-PT03072,2019-05-05,traffic,urban,34.44166666666666,24
STA-PT03072,2019-05-06,traffic,urban,32.88181818181818,22
STA-PT03072,2019-05-07,traffic,urban,33.479166666666664,24
STA-PT03072,2019-05-08,traffic,urban,41.31666666666667,24
STA-PT03072,2019-05-09,traffic,urban,36.775,24
STA-PT03072,2019-05-10,traffic,urban,28.775,24
STA-PT03072,2019-05-11,traffic,urban,22.079166666666666,24
STA-PT03072,2019-05-12,traffic,urban,24.554166666666667,24
STA-PT03072,2019-05-13,traffic,urban,33.5125,24
STA-PT03072,2019-05-14,traffic,urban,55.86666666666667,24
STA-PT03072,2019-05-15,traffic,urban,37.670833333333334,24
STA-PT03072,2019-05-16,traffic,urban,15.575,24
STA-PT03072,2019-05-17,traffic,urban,18.454166666666666,24
STA-PT03072,2019-05-18,traffic,urban,19.629166666666666,24
STA-PT03072,2019-05-19,traffic,urban,17.845833333333335,24
STA-PT03072,2019-05-20,traffic,urban,20.425,24
STA-PT03072,2019-05-21,traffic,urban,19.816666666666666,24
STA-PT03072,2019-05-22,traffic,urban,18.708333333333332,24
STA-PT03072,2019-05-23,traffic,urban,13.308333333333334,24
STA-PT03072,2019-05-24,traffic,urban,13.679166666666667,24
STA-PT03072,2019-05-25,traffic,urban,15.441666666666666,24
STA-PT03072,2019-05-26,traffic,urban,12.725,24
STA-PT03072,2019-05-27,traffic,urban,10.895833333333334,24
STA-PT03072,2019-05-28,traffic,urban,18.666666666666668,24
STA-PT03072,2019-05-29,traffic,urban,21.816666666666666,24
STA-PT03072,2019-05-30,traffic,urban,28.179166666666667,24
STA-PT03072,2019-05-31,traffic,urban,49.28333333333333,24
STA-PT03072,2019-06-01,traffic,urban,53.53333333333333,24
STA-PT03072,2019-06-02,traffic,urban,23.916666666666668,24
STA-PT03072,2019-06-03,traffic,urban,19.25,24
STA-PT03072,2019-06-04,traffic,urban,21.30909090909091,22
STA-PT03072,2019-06-05,traffic,urban,17.6625,24
STA-PT03072,2019-06-06,traffic,urban,32.625,24
STA-PT03072,2019-06-07,traffic,urban,28.875,24
STA-PT03072,2019-06-08,traffic,urban,13.9625,24
STA-PT03072,2019-06-09,traffic,urban,16.78333333333333,24
STA-PT03072,2019-06-10,traffic,urban,11.458333333333334,24
STA-PT03072,2019-06-11,traffic,urban,15.858333333333333,24
STA-PT03072,2019-06-12,traffic,urban,17.983333333333334,24
STA-PT03072,2019-06-13,traffic,urban,14.129166666666666,24
STA-PT03072,2019-06-14,traffic,urban,35.72083333333333,24
STA-PT03072,2019-06-15,traffic,urban,27.6125,24
STA-PT03072,2019-06-16,traffic,urban,12.5125,24
STA-PT03072,2019-06-17,traffic,urban,41.725,24
STA-PT03072,2019-06-18,traffic,urban,24.791666666666668,24
STA-PT03072,2019-06-19,traffic,urban,32.2125,24
STA-PT03072,2019-06-20,traffic,urban,13.3375,24
STA-PT03072,2019-06-21,traffic,urban,18.083333333333332,24
STA-PT03072,2019-06-22,traffic,urban,31.5125,24
STA-PT03072,2019-06-23,traffic,urban,24.7125,24
STA-PT03072,2019-06-24,traffic,urban,43.52916666666667,24
STA-PT03072,2019-06-25,traffic,urban,32.96666666666667,21
STA-PT03072,2019-06-26,traffic,urban,34,22
STA-PT03072,2019-06-27,traffic,urban,43.43333333333333,24
STA-PT03072,2019-06-28,traffic,urban,23.2,24
STA-PT03072,2019-06-29,traffic,urban,13.183333333333334,24
STA-PT03072,2019-06-30,traffic,urban,9.591666666666667,24
STA-PT03072,2019-07-01,traffic,urban,14.1625,24
STA-PT03072,2019-07-02,traffic,urban,17.391666666666666,24
STA-PT03072,2019-07-03,traffic,urban,41.575,24
STA-PT03072,2019-07-04,traffic,urban,39.1875,24
STA-PT03072,2019-07-05,traffic,urban,40.1,24
STA-PT03072,2019-07-06,traffic,urban,29.3125,24
STA-PT03072,2019-07-07,traffic,urban,18.458333333333332,24
STA-PT03072,2019-07-08,traffic,urban,28.308333333333334,24
STA-PT03072,2019-07-09,traffic,urban,20.84583333333333,24
STA-PT03072,2019-07-10,traffic,urban,34.94166666666666,24
STA-PT03072,2019-07-11,traffic,urban,51.420833333333334,24
STA-PT03072,2019-07-12,traffic,urban,62.608333333333334,24
STA-PT03072,2019-07-13,traffic,urban,27.208333333333332,24
STA-PT03072,2019-07-14,traffic,urban,14.058333333333334,24
STA-PT03072,2019-07-15,traffic,urban,14.258333333333333,24
STA-PT03072,2019-07-16,traffic,urban,15.995833333333334,24
STA-PT03072,2019-07-17,traffic,urban,14.058333333333334,24
STA-PT03072,2019-07-18,traffic,urban,16.65833333333333,24
STA-PT03072,2019-07-19,traffic,urban,15.858333333333333,24
STA-PT03072,2019-07-20,traffic,urban,9.291666666666666,24
STA-PT03072,2019-07-21,traffic,urban,10.033333333333333,24
STA-PT03072,2019-07-22,traffic,urban,31.520833333333332,24
STA-PT03072,2019-07-23,traffic,urban,19.1,24
STA-PT03072,2019-07-24,traffic,urban,27.6125,24
STA-PT03072,2019-07-25,traffic,urban,23.779166666666665,24
STA-PT03072,2019-07-26,traffic,urban,15.395454545454545,22
STA-PT03072,2019-07-27,traffic,urban,18.258333333333333,24
STA-PT03072,2019-07-28,traffic,urban,10.9375,24
STA-PT03072,2019-07-29,traffic,urban,12.633333333333333,24
STA-PT03072,2019-07-30,traffic,urban,12.966666666666667,24
STA-PT03072,2019-07-31,traffic,urban,17.475,24
STA-PT03072,2019-08-01,traffic,urban,15.925,24
STA-PT03072,2019-08-02,traffic,urban,14.491666666666667,24
STA-PT03072,2019-08-03,traffic,urban,9.283333333333333,24
STA-PT03072,2019-08-04,traffic,urban,8.275,24
STA-PT03072,2019-08-05,traffic,urban,12.575,24
STA-PT03072,2019-08-06,traffic,urban,12.633333333333333,24
STA-PT03072,2019-08-07,traffic,urban,22.775,24
STA-PT03072,2019-08-08,traffic,urban,18.766666666666666,24
STA-PT03072,2019-08-09,traffic,urban,28.683333333333334,24
STA-PT03072,2019-08-10,traffic,urban,16.216666666666665,24
STA-PT03072,2019-08-11,traffic,urban,10.995833333333334,24
STA-PT03072,2019-08-12,traffic,urban,12.108333333333333,24
STA-PT03072,2019-08-13,traffic,urban,14.558333333333334,24
STA-PT03072,2019-08-14,traffic,urban,13.75,22
STA-PT03072,2019-08-15,traffic,urban,8.795833333333333,24
STA-PT03072,2019-08-16,traffic,urban,11.308333333333334,24
STA-PT03072,2019-08-17,traffic,urban,7.608333333333333,24
STA-PT03072,2019-08-18,traffic,urban,9.2625,24
STA-PT03072,2019-08-19,traffic,urban,12.095833333333333,24
STA-PT03072,2019-08-20,traffic,urban,14.575,24
STA-PT03072,2019-08-21,traffic,urban,30.712500000000002,24
STA-PT03072,2019-08-22,traffic,urban,50.6625,24
STA-PT03072,2019-08-23,traffic,urban,43.325,24
STA-PT03072,2019-08-24,traffic,urban,19.079166666666666,24
STA-PT03072,2019-08-25,traffic,urban,8.95,24
STA-PT03072,2019-08-26,traffic,urban,22.770833333333332,24
STA-PT03072,2019-08-27,traffic,urban,16.025,24
STA-PT03072,2019-08-28,traffic,urban,17.991666666666667,24
STA-PT03072,2019-08-29,traffic,urban,20.066666666666666,24
STA-PT03072,2019-08-30,traffic,urban,40.11666666666667,24
STA-PT03072,2019-08-31,traffic,urban,13.425,24
STA-PT03072,2019-09-01,traffic,urban,9.833333333333334,24
STA-PT03072,2019-09-02,traffic,urban,53.24166666666667,24
STA-PT03072,2019-09-03,traffic,urban,73.0875,24
STA-PT03072,2019-09-04,traffic,urban,54.38333333333333,24
STA-PT03072,2019-09-05,traffic,urban,39.1625,24
STA-PT03072,2019-09-06,traffic,urban,32.125,24
STA-PT03072,2019-09-07,traffic,urban,44.3,24
STA-PT03072,2019-09-08,traffic,urban,63.52916666666667,24
STA-PT03072,2019-09-09,traffic,urban,26.85,24
STA-PT03072,2019-09-10,traffic,urban,14.058333333333334,24
STA-PT03072,2019-09-11,traffic,urban,28.179166666666667,24
STA-PT03072,2019-09-12,traffic,urban,35.0875,24
STA-PT03072,2019-09-13,traffic,urban,44.233333333333334,24
STA-PT03072,2019-09-14,traffic,urban,21.583333333333332,24
STA-PT03072,2019-09-15,traffic,urban,34.32083333333333,24
STA-PT03072,2019-09-16,traffic,urban,52.954166666666666,24
STA-PT03072,2019-09-17,traffic,urban,54.575,24
STA-PT03072,2019-09-18,traffic,urban,48.80833333333334,24
STA-PT03072,2019-09-19,traffic,urban,32.69166666666667,24
STA-PT03072,2019-09-20,traffic,urban,41.425,24
STA-PT03072,2019-09-21,traffic,urban,22.6375,24
STA-PT03072,2019-09-22,traffic,urban,30.295833333333334,24
STA-PT03072,2019-09-23,traffic,urban,48.88333333333333,24
STA-PT03072,2019-09-24,traffic,urban,39.525,24
STA-PT03072,2019-09-25,traffic,urban,24.529166666666665,24
STA-PT03072,2019-09-26,traffic,urban,20.991666666666667,24
STA-PT03072,2019-09-27,traffic,urban,22.579166666666666,24
STA-PT03072,2019-09-28,traffic,urban,23.4125,24
STA-PT03072,2019-09-29,traffic,urban,12.529166666666667,24
STA-PT03072,2019-09-30,traffic,urban,28.1625,24
STA-PT03072,2019-10-01,traffic,urban,25.554166666666667,24
STA-PT03072,2019-10-02,traffic,urban,26.34166666666667,24
STA-PT03072,2019-10-03,traffic,urban,27.316666666666666,24
STA-PT03072,2019-10-04,traffic,urban,30.59090909090909,22
STA-PT03072,2019-10-05,traffic,urban,15.9125,24
STA-PT03072,2019-10-06,traffic,urban,11.7625,24
STA-PT03072,2019-10-07,traffic,urban,30.733333333333334,24
STA-PT03072,2019-10-08,traffic,urban,16.908333333333335,24
STA-PT03072,2019-10-09,traffic,urban,14.8625,24
STA-PT03072,2019-10-10,traffic,urban,56.5125,24
STA-PT03072,2019-10-11,traffic,urban,95.07083333333334,24
STA-PT03072,2019-10-12,traffic,urban,31.520833333333332,24
STA-PT03072,2019-10-13,traffic,urban,16.958333333333332,24
STA-PT03072,2019-10-14,traffic,urban,40.975,24
STA-PT03072,2019-10-15,traffic,urban,67.47916666666667,24
STA-PT03072,2019-10-16,traffic,urban,57.604166666666664,24
STA-PT03072,2019-10-17,traffic,urban,36.22083333333333,24
STA-PT03072,2019-10-18,traffic,urban,50.954166666666666,24
STA-PT03072,2019-10-19,traffic,urban,28.004166666666666,24
STA-PT03072,2019-10-20,traffic,urban,14.777272727272727,22
STA-PT03072,2019-10-24,traffic,urban,79.18333333333334,24
STA-PT03072,2019-10-25,traffic,urban,74.99130434782609,23
STA-PT03072,2019-10-26,traffic,urban,70.7625,24
STA-PT03072,2019-10-27,traffic,urban,47.275,24
STA-PT03072,2019-10-28,traffic,urban,57.43333333333334,24
STA-PT03072,2019-10-29,traffic,urban,49.3375,24
STA-PT03072,2019-10-30,traffic,urban,47.37916666666667,24
STA-PT03072,2019-10-31,traffic,urban,40.18333333333333,24
STA-PT03072,2019-11-01,traffic,urban,26.925,24
STA-PT03072,2019-11-02,traffic,urban,35.18333333333334,24
STA-PT03072,2019-11-03,traffic,urban,23.529166666666665,24
STA-PT03072,2019-11-04,traffic,urban,50.9875,24
STA-PT03072,2019-11-05,traffic,urban,32.15833333333333,24
STA-PT03072,2019-11-06,traffic,urban,49.63333333333333,24
STA-PT03072,2019-11-07,traffic,urban,31.430434782608696,23
STA-PT03072,2019-11-08,traffic,urban,45.795833333333334,24
STA-PT03072,2019-11-09,traffic,urban,66.73333333333333,24
STA-PT03072,2019-11-10,traffic,urban,18.2625,24
STA-PT03072,2019-11-11,traffic,urban,25.633333333333333,24
STA-PT03072,2019-11-12,traffic,urban,38.458333333333336,24
STA-PT03072,2019-11-13,traffic,urban,30.691666666666666,24
STA-PT03072,2019-11-14,traffic,urban,29.570833333333333,24
STA-PT03072,2019-11-15,traffic,urban,37.958333333333336,24
STA-PT03072,2019-11-16,traffic,urban,37.854166666666664,24
STA-PT03072,2019-11-17,traffic,urban,33.983333333333334,24
STA-PT03072,2019-11-18,traffic,urban,41.47083333333333,24
STA-PT03072,2019-11-19,traffic,urban,75.625,24
STA-PT03072,2019-11-20,traffic,urban,64.14166666666667,24
STA-PT03072,2019-11-21,traffic,urban,69.87083333333334,24
STA-PT03072,2019-11-22,traffic,urban,42.045833333333334,24
STA-PT03072,2019-11-23,traffic,urban,38.954166666666666,24
STA-PT03072,2019-11-24,traffic,urban,45.2625,24
STA-PT03072,2019-11-25,traffic,urban,48.125,24
STA-PT03072,2019-11-26,traffic,urban,39.025,24
STA-PT03072,2019-11-27,traffic,urban,67.62083333333334,24
STA-PT03072,2019-11-28,traffic,urban,47.92916666666667,24
STA-PT03072,2019-11-29,traffic,urban,49.81666666666666,24
STA-PT03072,2019-11-30,traffic,urban,42.733333333333334,24
STA-PT03072,2019-12-01,traffic,urban,21.616666666666667,24
STA-PT03072,2019-12-02,traffic,urban,23.675,24
STA-PT03072,2019-12-03,traffic,urban,35.854166666666664,24
STA-PT03072,2019-12-04,traffic,urban,51.50416666666666,24
STA-PT03072,2019-12-05,traffic,urban,43.920833333333334,24
STA-PT03072,2019-12-06,traffic,urban,42.93636363636364,22
STA-PT03072,2019-12-07,traffic,urban,57.19583333333333,24
STA-PT03072,2019-12-08,traffic,urban,57.05652173913043,23
STA-PT03072,2019-12-09,traffic,urban,61.62941176470588,17
STA-PT03072,2019-12-10,traffic,urban,73.43333333333334,24
STA-PT03072,2019-12-11,traffic,urban,52.74583333333333,24
STA-PT03072,2019-12-12,traffic,urban,64.93809523809524,21
STA-PT03072,2019-12-13,traffic,urban,50.925000000000004,16
STA-PT03072,2019-12-14,traffic,urban,61.15833333333333,24
STA-PT03072,2019-12-15,traffic,urban,27.658333333333335,24
STA-PT03072,2019-12-16,traffic,urban,48.983333333333334,24
STA-PT03072,2019-12-17,traffic,urban,54.57083333333333,24
STA-PT03072,2019-12-18,traffic,urban,23.65833333333333,24
STA-PT03072,2019-12-19,traffic,urban,18.904166666666665,24
STA-PT03072,2019-12-20,traffic,urban,35.94347826086956,23
STA-PT03072,2019-12-21,traffic,urban,31.4875,24
STA-PT03072,2019-12-22,traffic,urban,36.854166666666664,24
STA-PT03072,2019-12-23,traffic,urban,45.545833333333334,24
STA-PT03072,2019-12-24,traffic,urban,24.995833333333334,24
STA-PT03072,2019-12-25,traffic,urban,33.583333333333336,24
STA-PT03072,2019-12-26,traffic,urban,47.791666666666664,24
STA-PT03072,2019-12-27,traffic,urban,45.954166666666666,24
STA-PT03072,2019-12-28,traffic,urban,32.125,24
STA-PT03072,2019-12-29,traffic,urban,41.4625,24
STA-PT03072,2019-12-30,traffic,urban,59.666666666666664,24
STA-PT03072,2019-12-31,traffic,urban,56.520833333333336,24
STA-PT03072,2020-01-01,traffic,urban,51.0375,24
STA-PT03072,2020-01-02,traffic,urban,52.7625,24
STA-PT03072,2020-01-03,traffic,urban,67.875,24
STA-PT03072,2020-01-04,traffic,urban,51.525,24
STA-PT03072,2020-01-05,traffic,urban,40.170833333333334,24
STA-PT03072,2020-01-06,traffic,urban,69.22083333333333,24
STA-PT03072,2020-01-07,traffic,urban,68.42916666666666,24
STA-PT03072,2020-01-08,traffic,urban,42.13333333333333,24
STA-PT03072,2020-01-09,traffic,urban,39.47083333333333,24
STA-PT03072,2020-01-10,traffic,urban,50.24166666666667,24
STA-PT03072,2020-01-11,traffic,urban,55.204166666666666,24
STA-PT03072,2020-01-12,traffic,urban,64.65833333333333,24
STA-PT03072,2020-01-13,traffic,urban,71.70416666666667,24
STA-PT03072,2020-01-14,traffic,urban,52.65,24
STA-PT03072,2020-01-15,traffic,urban,25.541666666666668,24
STA-PT03072,2020-01-16,traffic,urban,40.291666666666664,24
STA-PT03072,2020-01-17,traffic,urban,71.9,23
STA-PT03072,2020-01-18,traffic,urban,26.904166666666665,24
STA-PT03072,2020-01-19,traffic,urban,15.116666666666667,24
STA-PT03072,2020-01-20,traffic,urban,18.279166666666665,24
STA-PT03072,2020-01-21,traffic,urban,25.2375,24
STA-PT03072,2020-01-22,traffic,urban,25.5625,24
STA-PT03072,2020-01-23,traffic,urban,44.104166666666664,24
STA-PT03072,2020-01-24,traffic,urban,49.295833333333334,24
STA-PT03072,2020-01-25,traffic,urban,33.2375,24
STA-PT03072,2020-01-26,traffic,urban,58.0875,24
STA-PT03072,2020-01-27,traffic,urban,35.354166666666664,24
STA-PT03072,2020-01-28,traffic,urban,43.9125,24
STA-PT03072,2020-01-29,traffic,urban,38.87916666666666,24
STA-PT03072,2020-01-30,traffic,urban,40.72083333333333,24
STA-PT03072,2020-01-31,traffic,urban,37.68333333333333,24
STA-PT03072,2020-02-01,traffic,urban,38.2375,24
STA-PT03072,2020-02-02,traffic,urban,44.85,24
STA-PT03072,2020-02-03,traffic,urban,52.12083333333333,24
STA-PT03072,2020-02-04,traffic,urban,68.975,24
STA-PT03072,2020-02-05,traffic,urban,60.375,24
STA-PT03072,2020-02-06,traffic,urban,52.32083333333333,24
STA-PT03072,2020-02-07,traffic,urban,58.93333333333334,24
STA-PT03072,2020-02-08,traffic,urban,43.1125,24
STA-PT03072,2020-02-09,traffic,urban,64.575,24
STA-PT03072,2020-02-10,traffic,urban,69.46666666666667,24
STA-PT03072,2020-02-11,traffic,urban,42.35,24
